Combinations,Calories,Total Fat,Saturated Fat,Cholestorol,Protein,Carbs,Sodium,Fiber,Sugars
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top",505.0,22.5,8.0,65.0,29.0,49.0,1040.0,6.0,6.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top",790.0,38.5,11.0,125.0,49.0,69.0,1370.0,16.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top",475.0,15.0,4.0,125.0,40.0,49.0,1490.0,4.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top",740.0,32.5,11.0,140.0,46.0,65.0,1460.0,9.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro",590.0,21.5,6.0,100.0,41.0,59.0,1140.0,9.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Cheese - Top",570.0,20.5,3.0,95.0,37.0,59.0,1400.0,5.0,4.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top",605.0,20.5,2.0,0.0,24.0,82.0,1370.0,14.0,7.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top",850.0,43.0,14.5,225.0,52.0,59.0,1430.0,3.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Side) - Top",720.0,38.5,8.5,60.0,29.0,66.0,1260.0,14.0,8.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Chips regular - Side",1070.0,40.5,3.5,80.0,43.0,136.0,1410.0,17.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top",485.0,14.5,4.0,125.0,39.0,56.0,1090.0,5.0,6.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Cheese - Top, Chipotle - Guacomole (Side) - Top",800.0,50.0,13.0,130.0,41.0,46.0,1490.0,8.0,1.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",610.0,17.0,3.5,80.0,39.0,79.0,1350.0,13.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top",375.0,15.0,3.5,80.0,25.0,36.0,480.0,6.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro",580.0,16.5,4.0,125.0,48.0,67.0,1150.0,10.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",570.0,22.5,8.0,65.0,34.0,55.0,1160.0,11.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top",590.0,28.5,2.5,30.0,25.0,60.0,960.0,14.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top",610.0,33.0,11.0,185.0,46.0,34.0,750.0,3.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top",690.0,38.0,18.0,170.0,40.0,43.0,1210.0,2.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro",610.0,19.5,5.5,100.0,42.0,67.0,1450.0,10.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Sour Cream - Top",565.0,24.0,9.0,165.0,41.0,46.0,1370.0,3.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",540.0,19.5,5.5,100.0,36.0,57.0,1420.0,4.0,4.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top",495.0,15.0,3.0,80.0,29.0,55.0,1480.0,5.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",610.0,24.5,6.0,100.0,40.0,56.0,1450.0,11.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",485.0,19.0,2.0,0.0,16.0,63.0,1420.0,6.0,7.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top",590.0,32.0,10.0,80.0,27.0,49.0,1050.0,8.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",395.0,11.0,3.5,125.0,36.0,41.0,660.0,2.0,0.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top",485.0,22.0,2.0,30.0,18.0,54.0,1360.0,4.0,7.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top",610.0,25.0,8.5,165.0,42.0,52.0,940.0,3.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",515.0,17.5,4.0,125.0,43.0,51.0,520.0,12.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top",660.0,28.5,13.0,105.0,37.0,59.0,880.0,10.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro",540.0,22.5,8.0,65.0,34.0,50.0,660.0,11.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Queso Blanco (Side) - Top",605.0,37.0,8.5,60.0,21.0,49.0,1310.0,6.0,9.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top",475.0,23.0,3.5,110.0,30.0,35.0,780.0,4.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Chips regular - Side",980.0,46.0,8.0,65.0,33.0,106.0,1340.0,11.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side",1110.0,57.0,13.0,130.0,44.0,107.0,1380.0,10.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Red Chili Salsa - Top",480.0,17.5,3.5,65.0,30.0,51.0,1360.0,8.0,4.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top",605.0,16.5,3.0,80.0,37.0,74.0,1140.0,12.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top",820.0,42.0,14.0,180.0,41.0,60.0,1450.0,4.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Chips regular - Side",1160.0,58.0,10.5,125.0,45.0,121.0,1420.0,14.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",445.0,17.5,2.5,0.0,15.0,62.0,1080.0,9.0,9.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",490.0,14.5,4.0,125.0,40.0,57.0,980.0,6.0,6.0
"Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Romaine Lettuce - Top",545.0,24.0,10.5,95.0,36.0,47.0,1260.0,4.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Romaine Lettuce - Top",615.0,35.0,10.5,65.0,30.0,47.0,1090.0,10.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top",610.0,26.5,8.5,105.0,37.0,55.0,770.0,11.0,4.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Romaine Lettuce - Top",705.0,37.0,10.0,80.0,31.0,60.0,1300.0,11.0,1.0
"Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",485.0,15.5,3.5,80.0,31.0,58.0,1140.0,7.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco - Top",880.0,53.0,16.0,245.0,56.0,48.0,1440.0,5.0,7.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",610.0,22.5,7.5,65.0,34.0,66.0,1380.0,6.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Guacomole - Top",855.0,60.0,7.5,125.0,39.0,49.0,1310.0,15.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top",455.0,15.0,4.0,125.0,39.0,44.0,1340.0,3.0,1.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top",535.0,19.5,2.5,0.0,23.0,71.0,1250.0,14.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips large - Side",1280.0,57.0,11.5,120.0,38.0,153.0,1300.0,13.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Romaine Lettuce - Top",505.0,22.0,6.0,100.0,36.0,42.0,1220.0,3.0,0.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Chips regular - Side",1090.0,42.5,7.5,65.0,42.0,135.0,1400.0,15.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole (Side) - Top",740.0,49.0,14.5,40.0,19.0,59.0,1440.0,11.0,8.0
"Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Cheese - Top",570.0,23.0,4.0,155.0,45.0,45.0,1480.0,3.0,0.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side",1040.0,44.0,3.5,155.0,49.0,114.0,1240.0,8.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top",610.0,28.0,8.5,195.0,44.0,43.0,880.0,1.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips regular - Side",925.0,41.0,3.5,65.0,34.0,108.0,1180.0,11.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Queso Blanco (Entree) - Top",700.0,33.5,13.0,130.0,45.0,56.0,1200.0,10.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",560.0,18.0,3.5,80.0,35.0,68.0,870.0,14.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro",640.0,19.0,4.0,125.0,51.0,72.0,730.0,18.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top",590.0,27.0,10.5,140.0,36.0,48.0,1270.0,2.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top",680.0,25.5,11.0,155.0,52.0,65.0,1250.0,10.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top",555.0,21.0,7.5,65.0,32.0,56.0,1200.0,5.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top",365.0,12.0,3.5,80.0,25.0,38.0,520.0,4.0,0.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top",365.0,14.0,2.0,0.0,12.0,50.0,910.0,5.0,5.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Cheese - Top",630.0,20.5,3.5,155.0,50.0,63.0,1060.0,8.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Queso Blanco (Side) - Top",620.0,33.0,9.5,140.0,34.0,41.0,1320.0,5.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top",640.0,35.0,13.0,135.0,35.0,39.0,860.0,2.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side",1010.0,44.0,8.0,120.0,34.0,116.0,1100.0,9.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Side) - Top",720.0,34.5,9.5,140.0,42.0,58.0,1030.0,12.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Side) - Top",660.0,33.0,9.5,125.0,41.0,49.0,1500.0,3.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top",580.0,37.0,14.5,70.0,18.0,44.0,840.0,6.0,8.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro",620.0,19.0,2.5,0.0,28.0,88.0,1170.0,20.0,8.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",600.0,14.0,3.5,125.0,47.0,77.0,1200.0,12.0,5.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",440.0,15.5,2.0,0.0,15.0,65.0,1240.0,7.0,9.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro",580.0,16.5,4.0,125.0,48.0,66.0,1150.0,11.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Chips regular - Side",925.0,37.0,3.5,80.0,32.0,114.0,1460.0,11.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top",495.0,11.5,3.0,80.0,33.0,64.0,890.0,10.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",535.0,14.5,4.0,125.0,44.0,62.0,970.0,9.0,4.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Sour Cream - Top",680.0,26.5,8.0,105.0,37.0,70.0,1490.0,7.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top",690.0,36.0,17.5,170.0,40.0,47.0,1370.0,1.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",415.0,18.0,2.5,0.0,15.0,53.0,1300.0,5.0,7.0
"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Cheese - Top",530.0,22.0,3.5,110.0,35.0,47.0,1150.0,4.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",535.0,25.0,12.5,105.0,29.0,43.0,830.0,2.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro",380.0,12.0,3.5,80.0,26.0,42.0,670.0,4.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top",640.0,23.5,11.0,155.0,49.0,61.0,960.0,10.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top",500.0,19.0,10.0,110.0,31.0,50.0,1080.0,3.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Queso Blanco (Entree) - Top",710.0,30.5,13.0,130.0,46.0,63.0,1390.0,9.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top",630.0,36.0,14.5,70.0,22.0,55.0,1320.0,5.0,8.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Queso Blanco (Entree) - Top",580.0,27.0,12.5,130.0,38.0,45.0,1340.0,1.0,1.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Romaine Lettuce - Top",530.0,16.0,3.5,125.0,40.0,55.0,1460.0,5.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top",640.0,39.0,20.0,135.0,33.0,35.0,730.0,3.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",565.0,17.5,7.5,65.0,35.0,65.0,1270.0,9.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Chips regular - Side",1040.0,42.5,3.5,65.0,42.0,126.0,1130.0,18.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top",515.0,17.5,7.5,65.0,30.0,60.0,1390.0,4.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Romaine Lettuce - Top",430.0,21.0,8.0,65.0,26.0,34.0,710.0,4.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips large - Side",1175.0,50.0,7.0,80.0,36.0,148.0,1110.0,15.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Romaine Lettuce - Top",615.0,25.0,10.0,95.0,37.0,57.0,1380.0,5.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",605.0,21.5,6.0,100.0,41.0,62.0,1400.0,10.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Side) - Top",780.0,40.5,14.0,125.0,44.0,57.0,1150.0,11.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",545.0,25.0,12.5,105.0,29.0,46.0,1090.0,1.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Chips regular - Side",1030.0,42.5,2.5,0.0,27.0,140.0,1350.0,19.0,8.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",505.0,20.0,8.0,105.0,30.0,48.0,1170.0,2.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Romaine Lettuce - Top",390.0,16.0,2.5,0.0,12.0,50.0,1300.0,7.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro",490.0,15.5,2.0,0.0,20.0,70.0,1120.0,12.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side",1010.0,47.0,2.0,30.0,25.0,123.0,1490.0,11.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Cheese - Top",505.0,24.0,3.5,95.0,33.0,36.0,1270.0,5.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Guacomole (Side) - Top",780.0,39.5,14.5,65.0,37.0,70.0,1380.0,14.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro",630.0,23.5,6.0,100.0,44.0,63.0,1430.0,9.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",510.0,22.5,8.0,65.0,30.0,50.0,930.0,7.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",400.0,19.0,2.5,0.0,12.0,47.0,1210.0,8.0,7.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro",510.0,13.5,3.5,80.0,34.0,64.0,880.0,11.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Side) - Top",600.0,34.0,8.5,60.0,22.0,52.0,1240.0,5.0,7.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top",690.0,37.0,13.0,160.0,44.0,42.0,1370.0,2.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Cheese - Top",520.0,21.0,4.0,155.0,43.0,42.0,840.0,3.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top",680.0,37.0,11.0,170.0,41.0,40.0,1150.0,2.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Side) - Top",770.0,42.0,13.5,155.0,43.0,48.0,1480.0,1.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Barbacoa - Pro, Chipotle - Guacomole (Side) - Top",720.0,38.0,10.0,65.0,34.0,60.0,1500.0,10.0,1.0
"Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Romaine Lettuce - Top",555.0,24.0,11.0,155.0,44.0,45.0,1040.0,3.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top",650.0,31.0,10.0,185.0,47.0,48.0,1140.0,3.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Romaine Lettuce - Top",535.0,30.0,15.0,95.0,31.0,34.0,700.0,4.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Queso Blanco (Entree) - Top",590.0,32.0,13.0,130.0,38.0,39.0,1140.0,4.0,3.0
